日期, 50etf开盘价 , 50etf收盘价 , 成交量pcr , 持仓量pcr , 成交额pcr , 持仓额pcr , 成交额pcr/成交量pcr , VIX , SKEW ,
2021/03/22, 3.491 , 3.523 , 0.95 , 0.69 , 1.62 , 2.55 , 1.70 , 22.20 , 101.69 ,
2021/03/23, 3.524 , 3.504 , 0.98 , 0.65 , 1.70 , 2.45 , 1.73 , 21.30 , 103.50 ,
2021/03/24, 3.488 , 3.454 , 0.98 , 0.60 , 1.92 , 2.71 , 1.96 , 21.90 , 100.73 ,
2021/03/25, 3.441 , 3.452 , 0.92 , 0.81 , 1.36 , 2.51 , 1.48 , 21.19 , 100.73 ,
2021/03/26, 3.465 , 3.514 , 0.83 , 0.86 , 0.93 , 1.73 , 1.12 , 20.11 , 100.18 ,
2021/03/29, 3.525 , 3.521 , 0.85 , 0.88 , 0.78 , 1.72 , 0.91 , 20.10 , 100.65 ,
2021/03/30, 3.522 , 3.561 , 0.85 , 0.93 , 0.80 , 1.38 , 0.94 , 20.11 , 102.75 ,
2021/03/31, 3.559 , 3.527 , 0.90 , 0.85 , 1.08 , 1.64 , 1.20 , 19.78 , 101.17 ,
2021/04/01, 3.538 , 3.567 , 0.79 , 0.93 , 0.69 , 1.19 , 0.87 , 19.10 , 102.09 ,
2021/04/02, 3.582 , 3.601 , 0.73 , 0.94 , 0.61 , 0.98 , 0.84 , 19.25 , 103.90 ,
2021/04/06, 3.604 , 3.578 , 0.89 , 0.91 , 0.81 , 1.19 , 0.92 , 19.54 , 101.57 ,
2021/04/07, 3.580 , 3.542 , 0.92 , 0.85 , 1.18 , 1.50 , 1.28 , 18.86 , 101.04 ,
2021/04/08, 3.534 , 3.558 , 0.93 , 0.87 , 0.95 , 1.39 , 1.02 , 18.52 , 103.31 ,
2021/04/09, 3.548 , 3.506 , 0.97 , 0.80 , 1.41 , 2.04 , 1.46 , 18.37 , 105.26 ,
2021/04/12, 3.495 , 3.468 , 0.98 , 0.76 , 1.51 , 2.37 , 1.54 , 19.29 , 102.35 ,
2021/04/13, 3.462 , 3.450 , 0.92 , 0.73 , 1.40 , 2.55 , 1.52 , 19.25 , 101.92 ,
2021/04/14, 3.452 , 3.456 , 0.97 , 0.72 , 1.31 , 2.30 , 1.35 , 19.13 , 101.81 ,
2021/04/15, 3.448 , 3.419 , 1.04 , 0.69 , 1.84 , 2.88 , 1.77 , 19.24 , 100.20 ,
2021/04/16, 3.423 , 3.434 , 0.96 , 0.73 , 1.24 , 2.40 , 1.29 , 18.98 , 101.49 ,
2021/04/19, 3.430 , 3.500 , 0.75 , 0.82 , 0.68 , 1.43 , 0.91 , 19.46 , 100.86 ,
2021/04/20, 3.482 , 3.492 , 0.78 , 0.82 , 0.76 , 1.57 , 0.97 , 19.52 , 107.28 ,
2021/04/21, 3.473 , 3.498 , 0.92 , 0.82 , 1.01 , 1.54 , 1.09 , 19.75 , 103.00 ,
2021/04/22, 3.508 , 3.481 , 0.85 , 0.77 , 1.10 , 1.77 , 1.28 , 19.33 , 102.62 ,
2021/04/23, 3.473 , 3.514 , 0.80 , 0.83 , 0.78 , 1.38 , 0.98 , 19.51 , 102.55 ,
2021/04/26, 3.524 , 3.458 , 0.84 , 0.76 , 0.94 , 2.20 , 1.11 , 20.42 , 102.17 ,
2021/04/27, 3.456 , 3.466 , 0.91 , 0.77 , 1.46 , 1.92 , 1.61 , 20.14 , 102.96 ,
2021/04/28, 3.450 , 3.467 , 0.99 , 0.73 , 1.58 , 1.77 , 1.60 , 19.81 , 104.01 ,
2021/04/29, 3.476 , 3.513 , 0.72 , 0.90 , 0.74 , 1.22 , 1.03 , 19.69 , 102.54 ,
2021/04/30, 3.510 , 3.482 , 0.85 , 0.85 , 0.93 , 1.49 , 1.10 , 19.41 , 104.75 ,
2021/05/06, 3.462 , 3.444 , 0.85 , 0.77 , 1.12 , 1.92 , 1.32 , 19.38 , 100.43 ,
2021/05/07, 3.455 , 3.399 , 0.84 , 0.72 , 1.30 , 2.64 , 1.56 , 19.21 , 99.73 ,
2021/05/10, 3.417 , 3.399 , 0.78 , 0.70 , 1.43 , 2.50 , 1.83 , 19.09 , 98.71 ,
2021/05/11, 3.371 , 3.429 , 0.79 , 0.74 , 1.01 , 1.82 , 1.29 , 19.36 , 99.36 ,
2021/05/12, 3.420 , 3.442 , 0.74 , 0.76 , 0.81 , 1.65 , 1.09 , 19.62 , 100.04 ,
2021/05/13, 3.416 , 3.407 , 0.85 , 0.73 , 1.16 , 2.13 , 1.37 , 19.75 , 99.07 ,
2021/05/14, 3.417 , 3.498 , 0.70 , 0.88 , 0.65 , 1.01 , 0.94 , 20.04 , 98.54 ,
2021/05/17, 3.500 , 3.530 , 0.67 , 0.95 , 0.45 , 0.85 , 0.67 , 20.89 , 99.06 ,
2021/05/18, 3.538 , 3.528 , 0.83 , 0.91 , 0.67 , 0.86 , 0.81 , 20.57 , 99.35 ,
2021/05/19, 3.518 , 3.504 , 0.85 , 0.87 , 0.89 , 1.11 , 1.05 , 19.87 , 98.69 ,
2021/05/20, 3.503 , 3.516 , 0.80 , 0.88 , 0.73 , 1.02 , 0.91 , 19.80 , 98.50 ,
2021/05/21, 3.523 , 3.475 , 0.85 , 0.78 , 0.94 , 1.47 , 1.10 , 19.63 , 99.59 ,
2021/05/24, 3.474 , 3.489 , 0.84 , 0.79 , 1.02 , 1.34 , 1.21 , 19.76 , 100.13 ,
2021/05/25, 3.493 , 3.635 , 0.67 , 1.05 , 0.38 , 0.48 , 0.57 , 21.63 , 98.23 ,
2021/05/26, 3.648 , 3.648 , 0.56 , 1.09 , 0.35 , 0.49 , 0.62 , 21.69 , 98.65 ,
2021/05/27, 3.644 , 3.658 , 0.68 , 0.89 , 0.47 , 0.49 , 0.70 , 22.64 , 98.63 ,
2021/05/28, 3.657 , 3.651 , 0.68 , 0.84 , 0.58 , 0.56 , 0.84 , 22.49 , 98.77 ,
2021/05/31, 3.646 , 3.639 , 0.74 , 0.79 , 0.78 , 0.56 , 1.05 , 22.88 , 97.67 ,
2021/06/01, 3.633 , 3.640 , 0.76 , 0.78 , 0.73 , 0.59 , 0.96 , 22.64 , 97.75 ,
2021/06/02, 3.647 , 3.613 , 0.63 , 0.76 , 0.71 , 0.76 , 1.12 , 21.27 , 97.79 ,
2021/06/03, 3.608 , 3.584 , 0.70 , 0.73 , 0.81 , 0.98 , 1.16 , 20.55 , 98.44 ,
2021/06/04, 3.571 , 3.601 , 0.62 , 0.72 , 0.69 , 0.83 , 1.12 , 20.64 , 96.64 ,
2021/06/07, 3.604 , 3.593 , 0.69 , 0.69 , 0.80 , 0.87 , 1.15 , 21.21 , 95.91 ,
2021/06/08, 3.591 , 3.572 , 0.65 , 0.65 , 0.69 , 0.99 , 1.07 , 21.73 , 96.58 ,
2021/06/09, 3.570 , 3.582 , 0.69 , 0.66 , 0.76 , 0.95 , 1.11 , 20.90 , 97.22 ,
2021/06/10, 3.582 , 3.601 , 0.65 , 0.68 , 0.60 , 0.86 , 0.93 , 20.11 , 96.79 ,
2021/06/11, 3.609 , 3.571 , 0.74 , 0.62 , 0.85 , 1.04 , 1.15 , 20.32 , 97.22 ,
2021/06/15, 3.574 , 3.522 , 0.64 , 0.55 , 1.21 , 1.56 , 1.90 , 19.90 , 97.14 ,
2021/06/16, 3.521 , 3.486 , 0.71 , 0.52 , 1.27 , 1.86 , 1.80 , 20.94 , 99.35 ,
2021/06/17, 3.483 , 3.479 , 0.72 , 0.52 , 1.34 , 1.89 , 1.87 , 19.45 , 100.91 ,
2021/06/18, 3.480 , 3.455 , 0.80 , 0.50 , 1.58 , 2.02 , 1.99 , 19.62 , 100.15 ,
2021/06/21, 3.444 , 3.435 , 0.83 , 0.46 , 1.87 , 1.97 , 2.24 , 20.32 , 99.95 ,
2021/06/22, 3.444 , 3.464 , 0.72 , 0.48 , 1.19 , 1.42 , 1.65 , 19.84 , 101.27 ,
2021/06/23, 3.470 , 3.469 , 0.73 , 0.48 , 1.02 , 1.25 , 1.39 , 18.39 , 101.39 ,
2021/06/24, 3.473 , 3.488 , 0.84 , 0.73 , 0.95 , 0.99 , 1.14 , 17.84 , 98.41 ,
2021/06/25, 3.489 , 3.541 , 0.67 , 0.76 , 0.58 , 0.64 , 0.87 , 18.07 , 96.91 ,
2021/06/28, 3.547 , 3.527 , 0.62 , 0.70 , 0.62 , 0.69 , 0.99 , 18.31 , 96.20 ,
2021/06/29, 3.526 , 3.497 , 0.71 , 0.67 , 0.76 , 0.90 , 1.06 , 18.10 , 97.35 ,
2021/06/30, 3.498 , 3.515 , 0.62 , 0.66 , 0.65 , 0.81 , 1.05 , 18.64 , 96.61 ,
2021/07/01, 3.526 , 3.548 , 0.64 , 0.68 , 0.68 , 0.98 , 1.06 , 18.28 , 98.56 ,
2021/07/02, 3.517 , 3.423 , 0.86 , 0.64 , 1.42 , 1.99 , 1.65 , 19.00 , 100.69 ,
2021/07/05, 3.419 , 3.420 , 0.88 , 0.62 , 1.50 , 1.82 , 1.70 , 18.27 , 100.64 ,
2021/07/06, 3.420 , 3.431 , 0.89 , 0.61 , 1.38 , 1.54 , 1.56 , 18.03 , 100.16 ,
2021/07/07, 3.415 , 3.442 , 0.82 , 0.63 , 0.96 , 1.37 , 1.17 , 17.61 , 100.62 ,
2021/07/08, 3.445 , 3.395 , 0.87 , 0.59 , 1.25 , 2.07 , 1.44 , 18.46 , 100.40 ,
2021/07/09, 3.384 , 3.382 , 0.92 , 0.56 , 1.48 , 2.09 , 1.62 , 18.43 , 102.42 ,
2021/07/12, 3.402 , 3.410 , 0.66 , 0.56 , 0.89 , 1.56 , 1.34 , 18.93 , 98.32 ,
2021/07/13, 3.414 , 3.421 , 0.71 , 0.58 , 0.83 , 1.38 , 1.18 , 18.63 , 99.55 ,
2021/07/14, 3.420 , 3.368 , 0.87 , 0.54 , 1.59 , 2.24 , 1.84 , 18.68 , 100.77 ,
2021/07/15, 3.368 , 3.440 , 0.74 , 0.61 , 0.82 , 1.18 , 1.10 , 18.31 , 100.61 ,
2021/07/16, 3.438 , 3.403 , 0.77 , 0.55 , 0.96 , 1.57 , 1.24 , 18.43 , 99.25 ,
2021/07/19, 3.390 , 3.416 , 0.85 , 0.56 , 1.18 , 1.31 , 1.38 , 18.56 , 99.83 ,
2021/07/20, 3.392 , 3.408 , 0.87 , 0.56 , 0.99 , 1.47 , 1.13 , 18.94 , 100.49 ,
2021/07/21, 3.415 , 3.421 , 0.64 , 0.58 , 0.72 , 1.36 , 1.13 , 18.42 , 101.45 ,
2021/07/22, 3.425 , 3.425 , 0.68 , 0.61 , 0.73 , 1.34 , 1.06 , 18.14 , 102.71 ,
2021/07/23, 3.425 , 3.388 , 0.80 , 0.54 , 1.20 , 1.76 , 1.50 , 18.11 , 101.06 ,
2021/07/26, 3.371 , 3.259 , 0.88 , 0.46 , 2.48 , 3.64 , 2.80 , 21.69 , 99.72 ,
2021/07/27, 3.259 , 3.156 , 0.96 , 0.42 , 2.38 , 5.48 , 2.47 , 23.62 , 95.61 ,
2021/07/28, 3.152 , 3.183 , 0.94 , 0.40 , 2.10 , 3.39 , 2.23 , 22.41 , 99.82 ,
2021/07/29, 3.229 , 3.212 , 0.81 , 0.59 , 1.22 , 2.74 , 1.51 , 20.81 , 99.09 ,
2021/07/30, 3.190 , 3.163 , 1.02 , 0.57 , 1.79 , 3.72 , 1.76 , 20.26 , 98.10 ,
2021/08/02, 3.150 , 3.242 , 0.80 , 0.63 , 1.07 , 2.03 , 1.34 , 20.34 , 98.60 ,
2021/08/03, 3.228 , 3.254 , 0.86 , 0.68 , 0.87 , 1.87 , 1.01 , 19.51 , 99.52 ,
2021/08/04, 3.247 , 3.264 , 0.88 , 0.70 , 0.90 , 2.03 , 1.02 , 19.65 , 99.36 ,
2021/08/05, 3.247 , 3.258 , 0.95 , 0.73 , 1.01 , 2.24 , 1.07 , 19.34 , 98.64 ,
2021/08/06, 3.250 , 3.232 , 0.98 , 0.66 , 1.37 , 2.43 , 1.40 , 18.89 , 97.92 ,
2021/08/09, 3.210 , 3.268 , 0.83 , 0.72 , 0.86 , 2.01 , 1.04 , 18.95 , 97.93 ,
2021/08/10, 3.261 , 3.322 , 0.80 , 0.82 , 0.80 , 1.17 , 0.99 , 19.48 , 98.46 ,
2021/08/11, 3.313 , 3.295 , 0.83 , 0.78 , 0.78 , 1.60 , 0.94 , 19.24 , 99.62 ,
2021/08/12, 3.289 , 3.261 , 0.91 , 0.70 , 1.18 , 1.88 , 1.30 , 19.13 , 97.89 ,
2021/08/13, 3.250 , 3.254 , 0.86 , 0.66 , 1.04 , 1.89 , 1.21 , 18.94 , 97.84 ,
2021/08/16, 3.255 , 3.262 , 0.84 , 0.68 , 1.00 , 1.80 , 1.19 , 19.50 , 97.62 ,
2021/08/17, 3.260 , 3.182 , 0.95 , 0.59 , 1.41 , 3.24 , 1.48 , 20.44 , 97.97 ,
2021/08/18, 3.182 , 3.224 , 0.90 , 0.63 , 1.23 , 2.33 , 1.36 , 19.45 , 96.06 ,
2021/08/19, 3.220 , 3.178 , 1.02 , 0.59 , 1.51 , 3.21 , 1.48 , 20.30 , 94.30 ,
2021/08/20, 3.159 , 3.108 , 1.05 , 0.50 , 2.17 , 3.92 , 2.07 , 22.02 , 93.26 ,
2021/08/23, 3.122 , 3.136 , 0.84 , 0.53 , 1.32 , 3.07 , 1.58 , 21.17 , 96.55 ,
2021/08/24, 3.146 , 3.185 , 0.78 , 0.60 , 0.87 , 2.00 , 1.11 , 19.97 , 97.09 ,
2021/08/25, 3.191 , 3.197 , 0.83 , 0.61 , 1.12 , 1.94 , 1.35 , 19.90 , 97.20 ,
2021/08/26, 3.197 , 3.128 , 0.97 , 0.59 , 1.49 , 2.69 , 1.54 , 20.28 , 96.61 ,
2021/08/27, 3.125 , 3.159 , 0.99 , 0.65 , 1.20 , 2.11 , 1.22 , 19.99 , 98.13 ,
2021/08/30, 3.175 , 3.149 , 0.98 , 0.60 , 1.27 , 2.09 , 1.30 , 20.76 , 98.02 ,
2021/08/31, 3.136 , 3.138 , 0.96 , 0.56 , 1.30 , 2.09 , 1.36 , 20.54 , 96.70 ,
2021/09/01, 3.129 , 3.207 , 0.76 , 0.68 , 0.78 , 1.22 , 1.02 , 20.85 , 96.20 ,
2021/09/02, 3.211 , 3.204 , 0.69 , 0.70 , 0.69 , 1.20 , 0.99 , 21.33 , 96.61 ,
2021/09/03, 3.209 , 3.212 , 0.71 , 0.73 , 0.66 , 1.17 , 0.92 , 21.10 , 97.52 ,
2021/09/06, 3.213 , 3.247 , 0.82 , 0.81 , 0.55 , 0.94 , 0.67 , 20.91 , 99.09 ,
2021/09/07, 3.249 , 3.284 , 0.85 , 0.87 , 0.61 , 0.75 , 0.71 , 21.01 , 102.94 ,
2021/09/08, 3.283 , 3.249 , 0.85 , 0.79 , 0.74 , 0.98 , 0.87 , 21.27 , 99.77 ,
2021/09/09, 3.235 , 3.240 , 0.85 , 0.76 , 0.87 , 1.05 , 1.02 , 21.07 , 99.49 ,
2021/09/10, 3.236 , 3.292 , 0.75 , 0.88 , 0.54 , 0.73 , 0.72 , 20.72 , 102.96 ,
2021/09/13, 3.281 , 3.281 , 0.86 , 0.84 , 0.69 , 0.81 , 0.81 , 21.09 , 102.43 ,
2021/09/14, 3.278 , 3.228 , 0.86 , 0.76 , 0.91 , 1.35 , 1.06 , 20.72 , 99.82 ,
2021/09/15, 3.225 , 3.186 , 0.97 , 0.65 , 1.38 , 1.76 , 1.43 , 20.96 , 103.18 ,
2021/09/16, 3.184 , 3.167 , 0.86 , 0.62 , 1.32 , 1.97 , 1.54 , 21.68 , 101.68 ,
2021/09/17, 3.167 , 3.199 , 0.78 , 0.64 , 1.15 , 1.43 , 1.46 , 19.77 , 101.84 ,
2021/09/22, 3.148 , 3.158 , 1.04 , 0.59 , 1.52 , 1.64 , 1.46 , 21.71 , 101.11 ,
2021/09/23, 3.178 , 3.164 , 0.82 , 0.75 , 0.92 , 1.45 , 1.12 , 20.95 , 101.45 ,
2021/09/24, 3.160 , 3.186 , 0.80 , 0.80 , 0.79 , 1.31 , 0.98 , 19.71 , 103.63 ,
2021/09/27, 3.200 , 3.247 , 0.82 , 0.89 , 0.70 , 0.94 , 0.85 , 20.24 , 104.15 ,
2021/09/28, 3.243 , 3.247 , 0.80 , 0.91 , 0.65 , 0.90 , 0.81 , 20.54 , 103.63 ,
2021/09/29, 3.225 , 3.248 , 0.90 , 0.87 , 0.81 , 0.83 , 0.90 , 21.17 , 104.05 ,
2021/09/30, 3.248 , 3.231 , 0.82 , 0.84 , 0.74 , 1.01 , 0.90 , 21.31 , 103.25 ,
2021/10/08, 3.262 , 3.295 , 0.89 , 0.97 , 0.55 , 0.62 , 0.62 , 19.53 , 106.82 ,
2021/10/11, 3.309 , 3.312 , 0.89 , 1.01 , 0.53 , 0.63 , 0.59 , 19.35 , 103.54 ,
2021/10/12, 3.300 , 3.295 , 0.96 , 0.92 , 0.78 , 0.70 , 0.81 , 19.17 , 107.41 ,
2021/10/13, 3.292 , 3.327 , 0.88 , 1.02 , 0.59 , 0.57 , 0.67 , 19.27 , 104.09 ,
2021/10/14, 3.322 , 3.306 , 0.86 , 0.97 , 0.62 , 0.65 , 0.72 , 19.09 , 102.48 ,
2021/10/15, 3.302 , 3.332 , 0.82 , 1.05 , 0.53 , 0.52 , 0.64 , 18.76 , 104.70 ,
2021/10/18, 3.334 , 3.268 , 0.96 , 0.83 , 1.05 , 0.99 , 1.10 , 19.73 , 105.24 ,
2021/10/19, 3.263 , 3.291 , 0.89 , 0.90 , 0.75 , 0.86 , 0.84 , 18.78 , 109.16 ,
2021/10/20, 3.300 , 3.293 , 0.88 , 0.87 , 0.74 , 0.81 , 0.84 , 18.70 , 108.93 ,
2021/10/21, 3.300 , 3.314 , 0.83 , 0.93 , 0.62 , 0.69 , 0.75 , 18.58 , 102.49 ,
2021/10/22, 3.323 , 3.352 , 0.84 , 1.06 , 0.53 , 0.50 , 0.62 , 18.74 , 103.25 ,
2021/10/25, 3.337 , 3.350 , 0.86 , 0.98 , 0.59 , 0.53 , 0.69 , 19.61 , 102.40 ,
2021/10/26, 3.356 , 3.329 , 0.79 , 0.91 , 0.66 , 0.71 , 0.84 , 19.44 , 102.33 ,
2021/10/27, 3.317 , 3.287 , 0.98 , 0.74 , 1.14 , 1.01 , 1.17 , 19.26 , 103.24 ,
2021/10/28, 3.280 , 3.286 , 0.87 , 0.70 , 0.98 , 0.98 , 1.12 , 19.05 , 104.05 ,
2021/10/29, 3.289 , 3.304 , 0.77 , 0.72 , 0.75 , 0.88 , 0.98 , 18.93 , 101.46 ,
2021/11/01, 3.284 , 3.289 , 0.94 , 0.72 , 0.97 , 0.96 , 1.03 , 19.48 , 103.09 ,
2021/11/02, 3.289 , 3.250 , 0.87 , 0.66 , 1.10 , 1.34 , 1.26 , 20.38 , 102.91 ,
2021/11/03, 3.250 , 3.219 , 0.90 , 0.64 , 1.13 , 1.61 , 1.26 , 20.64 , 100.24 ,
2021/11/04, 3.232 , 3.245 , 0.88 , 0.66 , 1.04 , 1.34 , 1.19 , 19.55 , 101.31 ,
2021/11/05, 3.238 , 3.243 , 0.89 , 0.68 , 1.00 , 1.35 , 1.12 , 19.21 , 101.82 ,
2021/11/08, 3.240 , 3.231 , 0.87 , 0.65 , 1.06 , 1.46 , 1.23 , 19.94 , 99.99 ,
2021/11/09, 3.246 , 3.224 , 0.77 , 0.63 , 1.00 , 1.51 , 1.30 , 19.96 , 99.11 ,
2021/11/10, 3.223 , 3.206 , 0.83 , 0.60 , 1.38 , 1.65 , 1.66 , 19.85 , 98.63 ,
2021/11/11, 3.200 , 3.275 , 0.78 , 0.73 , 0.75 , 0.92 , 0.97 , 19.33 , 102.60 ,
2021/11/12, 3.280 , 3.262 , 0.81 , 0.70 , 0.76 , 1.01 , 0.94 , 19.11 , 101.92 ,
2021/11/15, 3.268 , 3.264 , 0.79 , 0.68 , 0.80 , 0.98 , 1.02 , 19.45 , 101.91 ,
2021/11/16, 3.266 , 3.264 , 0.82 , 0.69 , 0.83 , 1.04 , 1.01 , 19.11 , 103.13 ,
2021/11/17, 3.256 , 3.244 , 0.83 , 0.65 , 0.91 , 1.24 , 1.11 , 19.20 , 100.25 ,
2021/11/18, 3.237 , 3.211 , 0.84 , 0.63 , 1.25 , 1.68 , 1.48 , 19.21 , 98.42 ,
2021/11/19, 3.207 , 3.250 , 0.74 , 0.67 , 0.86 , 1.05 , 1.16 , 18.86 , 99.02 ,
2021/11/22, 3.256 , 3.248 , 0.74 , 0.68 , 0.86 , 1.07 , 1.16 , 18.62 , 98.90 ,
2021/11/23, 3.243 , 3.261 , 0.82 , 0.72 , 0.90 , 0.95 , 1.09 , 18.31 , 99.39 ,
2021/11/24, 3.261 , 3.273 , 0.90 , 0.74 , 0.90 , 0.84 , 0.99 , 17.86 , 101.27 ,
2021/11/25, 3.277 , 3.254 , 0.94 , 0.78 , 1.03 , 1.00 , 1.09 , 17.16 , 100.80 ,
2021/11/26, 3.247 , 3.223 , 0.97 , 0.70 , 1.26 , 1.28 , 1.30 , 17.13 , 99.36 ,
2021/11/29, 3.175 , 3.182 , 0.94 , 0.70 , 1.24 , 1.24 , 1.32 , 17.33 , 105.92 ,
2021/11/30, 3.185 , 3.164 , 0.89 , 0.67 , 1.15 , 1.39 , 1.28 , 17.38 , 103.60 ,
2021/12/01, 3.164 , 3.176 , 0.86 , 0.69 , 0.93 , 1.26 , 1.09 , 17.05 , 104.48 ,
2021/12/02, 3.172 , 3.188 , 0.89 , 0.71 , 0.90 , 1.15 , 1.02 , 16.58 , 106.66 ,
2021/12/03, 3.192 , 3.215 , 0.85 , 0.76 , 0.77 , 0.92 , 0.91 , 16.06 , 101.43 ,
2021/12/06, 3.220 , 3.225 , 0.80 , 0.84 , 0.62 , 0.89 , 0.78 , 16.46 , 102.31 ,
2021/12/07, 3.244 , 3.251 , 0.81 , 0.88 , 0.64 , 0.73 , 0.79 , 16.58 , 104.26 ,
2021/12/08, 3.259 , 3.301 , 0.78 , 1.00 , 0.51 , 0.47 , 0.66 , 17.73 , 99.58 ,
2021/12/09, 3.308 , 3.352 , 0.68 , 1.08 , 0.37 , 0.34 , 0.54 , 18.50 , 102.32 ,
2021/12/10, 3.340 , 3.349 , 0.74 , 1.03 , 0.50 , 0.38 , 0.67 , 18.05 , 101.45 ,
2021/12/13, 3.375 , 3.354 , 0.70 , 1.03 , 0.42 , 0.44 , 0.59 , 18.33 , 102.48 ,
2021/12/14, 3.341 , 3.337 , 0.84 , 0.97 , 0.72 , 0.51 , 0.86 , 17.89 , 101.75 ,
2021/12/15, 3.332 , 3.304 , 0.83 , 0.89 , 0.84 , 0.74 , 1.01 , 17.27 , 99.28 ,
2021/12/16, 3.304 , 3.315 , 0.84 , 0.87 , 0.82 , 0.63 , 0.97 , 17.26 , 97.83 ,
2021/12/17, 3.312 , 3.265 , 0.96 , 0.78 , 1.07 , 1.01 , 1.12 , 17.31 , 100.59 ,
2021/12/20, 3.254 , 3.243 , 0.92 , 0.72 , 1.14 , 1.22 , 1.23 , 18.05 , 101.54 ,
2021/12/21, 3.239 , 3.258 , 0.90 , 0.72 , 1.14 , 0.97 , 1.26 , 17.48 , 100.73 ,
2021/12/22, 3.262 , 3.244 , 0.99 , 0.68 , 1.21 , 1.06 , 1.22 , 17.20 , 100.89 ,
2021/12/23, 3.251 , 3.275 , 0.87 , 0.76 , 0.91 , 0.76 , 1.05 , 16.21 , 101.46 ,
2021/12/24, 3.275 , 3.273 , 0.93 , 0.76 , 0.80 , 0.81 , 0.86 , 16.39 , 101.65 ,
2021/12/27, 3.272 , 3.268 , 0.96 , 0.75 , 1.03 , 0.81 , 1.07 , 16.70 , 101.03 ,
2021/12/28, 3.271 , 3.286 , 0.85 , 0.76 , 0.74 , 0.65 , 0.87 , 16.99 , 97.41 ,
2021/12/29, 3.287 , 3.225 , 0.91 , 0.68 , 1.01 , 1.18 , 1.10 , 18.56 , 99.82 ,
2021/12/30, 3.225 , 3.247 , 0.89 , 0.68 , 0.95 , 0.94 , 1.07 , 17.73 , 99.47 ,
2021/12/31, 3.255 , 3.256 , 0.83 , 0.69 , 0.82 , 0.89 , 0.99 , 17.88 , 98.47 ,
2022/01/04, 3.270 , 3.247 , 0.84 , 0.66 , 1.03 , 1.03 , 1.23 , 18.26 , 99.39 ,
2022/01/05, 3.242 , 3.241 , 0.86 , 0.65 , 0.92 , 1.07 , 1.07 , 18.77 , 100.94 ,
2022/01/06, 3.229 , 3.193 , 0.93 , 0.61 , 1.37 , 1.61 , 1.48 , 18.88 , 98.14 ,
2022/01/07, 3.199 , 3.207 , 0.85 , 0.62 , 1.02 , 1.46 , 1.20 , 18.13 , 98.52 ,
2022/01/10, 3.208 , 3.216 , 0.90 , 0.62 , 1.04 , 1.25 , 1.15 , 18.27 , 98.26 ,
2022/01/11, 3.216 , 3.196 , 0.86 , 0.61 , 1.01 , 1.57 , 1.18 , 18.23 , 98.22 ,
2022/01/12, 3.206 , 3.220 , 0.86 , 0.63 , 0.96 , 1.18 , 1.11 , 17.57 , 99.32 ,
2022/01/13, 3.226 , 3.166 , 0.86 , 0.59 , 1.23 , 2.05 , 1.42 , 18.80 , 101.01 ,
2022/01/14, 3.160 , 3.120 , 0.96 , 0.57 , 1.84 , 3.00 , 1.91 , 19.06 , 97.44 ,
2022/01/17, 3.118 , 3.131 , 0.89 , 0.56 , 1.66 , 2.73 , 1.87 , 18.47 , 99.49 ,
2022/01/18, 3.131 , 3.169 , 0.80 , 0.61 , 1.06 , 1.87 , 1.33 , 17.91 , 103.58 ,
2022/01/19, 3.176 , 3.169 , 0.90 , 0.63 , 1.19 , 1.81 , 1.31 , 18.00 , 105.00 ,
2022/01/20, 3.168 , 3.214 , 0.79 , 0.70 , 0.72 , 1.10 , 0.91 , 17.78 , 101.01 ,
2022/01/21, 3.211 , 3.206 , 0.86 , 0.65 , 0.84 , 1.16 , 0.97 , 17.77 , 101.59 ,
2022/01/24, 3.192 , 3.195 , 0.88 , 0.65 , 1.16 , 1.24 , 1.32 , 18.94 , 101.24 ,
2022/01/25, 3.179 , 3.129 , 0.93 , 0.59 , 1.55 , 2.21 , 1.66 , 21.01 , 100.32 ,
2022/01/26, 3.136 , 3.144 , 0.97 , 0.57 , 1.58 , 1.58 , 1.63 , 20.06 , 101.88 ,
2022/01/27, 3.145 , 3.107 , 1.00 , 0.77 , 1.35 , 2.07 , 1.34 , 20.41 , 99.83 ,
2022/01/28, 3.117 , 3.036 , 0.97 , 0.69 , 1.58 , 3.51 , 1.63 , 22.92 , 96.68 ,
2022/02/07, 3.082 , 3.095 , 0.88 , 0.70 , 1.19 , 2.15 , 1.34 , 19.27 , 99.75 ,
2022/02/08, 3.097 , 3.098 , 0.86 , 0.70 , 1.14 , 1.87 , 1.32 , 18.70 , 98.49 ,
2022/02/09, 3.100 , 3.120 , 0.85 , 0.74 , 0.90 , 1.63 , 1.06 , 18.14 , 99.29 ,
2022/02/10, 3.122 , 3.128 , 0.90 , 0.74 , 0.87 , 1.52 , 0.96 , 17.65 , 100.25 ,
2022/02/11, 3.119 , 3.123 , 0.82 , 0.76 , 0.75 , 1.62 , 0.91 , 17.37 , 100.02 ,
2022/02/14, 3.115 , 3.088 , 1.04 , 0.69 , 1.30 , 2.24 , 1.25 , 17.26 , 104.62 ,
2022/02/15, 3.085 , 3.100 , 1.06 , 0.73 , 1.19 , 2.01 , 1.13 , 18.10 , 100.09 ,
2022/02/16, 3.114 , 3.116 , 0.82 , 0.76 , 0.75 , 1.72 , 0.92 , 17.35 , 100.14 ,
